adv_0_0_0_.png,1,0
adv_125_2_5_.png,1,40
adv_233_3_3_.png,1,0
adv_58_5_8_.png,1,17
adv_140_4_0_.png,1,329
adv_378_7_8_.png,1,91
adv_256_5_6_.png,1,70
adv_119_1_9_.png,1,92
adv_321_2_1_.png,1,856
adv_92_9_2_.png,1,111
adv_446_4_6_.png,1,112
adv_64_6_4_.png,1,74
adv_344_4_4_.png,1,0
adv_423_2_3_.png,1,96
adv_208_0_8_.png,1,81
adv_441_4_1_.png,1,86
adv_63_6_3_.png,1,91
adv_95_9_5_.png,1,108
adv_326_2_6_.png,1,126
adv_424_2_4_.png,1,25
adv_343_4_3_.png,1,154
adv_234_3_4_.png,1,87
adv_122_2_2_.png,1,0
adv_7_0_7_.png,1,97
adv_389_8_9_.png,1,98
adv_251_5_1_.png,1,64
adv_418_1_8_.png,1,69
adv_147_4_7_.png,1,50
adv_263_6_3_.png,1,54
adv_183_8_3_.png,1,24
adv_175_7_5_.png,1,74
adv_295_9_5_.png,1,99
adv_206_0_6_.png,1,35
adv_328_2_8_.png,1,72
adv_110_1_0_.png,1,332
adv_416_1_6_.png,1,110
adv_387_8_7_.png,1,44
adv_34_3_4_.png,1,108
adv_371_7_1_.png,1,62
adv_149_4_9_.png,1,86
adv_51_5_1_.png,1,41
adv_473_7_3_.png,1,97
adv_485_8_5_.png,1,92
adv_314_1_4_.png,1,56
adv_9_0_9_.png,1,85
adv_376_7_6_.png,1,79
adv_411_1_1_.png,1,0
adv_258_5_8_.png,1,60
adv_33_3_3_.png,1,18
adv_380_8_0_.png,1,88
adv_482_8_2_.png,1,89
adv_313_1_3_.png,1,95
adv_56_5_6_.png,1,167
adv_474_7_4_.png,1,24
adv_172_7_2_.png,1,90
adv_292_9_2_.png,1,48
adv_264_6_4_.png,1,22
adv_184_8_4_.png,1,337
adv_117_1_7_.png,1,49
adv_448_4_8_.png,1,39
adv_201_0_1_.png,1,167
adv_200_0_0_.png,1,0
adv_449_4_9_.png,1,69
adv_116_1_6_.png,1,137
adv_265_6_5_.png,1,15
adv_185_8_5_.png,1,375
adv_173_7_3_.png,1,42
adv_293_9_3_.png,1,60
adv_57_5_7_.png,1,105
adv_475_7_5_.png,1,37
adv_483_8_3_.png,1,51
adv_312_1_2_.png,1,37
adv_259_5_9_.png,1,79
adv_410_1_0_.png,1,334
adv_381_8_1_.png,1,80
adv_32_3_2_.png,1,86
adv_377_7_7_.png,1,0
adv_484_8_4_.png,1,94
adv_8_0_8_.png,1,90
adv_315_1_5_.png,1,132
adv_50_5_0_.png,1,20
adv_472_7_2_.png,1,73
adv_148_4_8_.png,1,91
adv_370_7_0_.png,1,98
adv_417_1_7_.png,1,177
adv_35_3_5_.png,1,140
adv_386_8_6_.png,1,113
adv_111_1_1_.png,1,0
adv_329_2_9_.png,1,134
adv_207_0_7_.png,1,139
adv_174_7_4_.png,1,56
adv_294_9_4_.png,1,99
adv_262_6_2_.png,1,7
adv_182_8_2_.png,1,87
adv_146_4_6_.png,1,88
adv_388_8_8_.png,1,0
adv_419_1_9_.png,1,91
adv_250_5_0_.png,1,83
adv_6_0_6_.png,1,59
adv_123_2_3_.png,1,20
adv_235_3_5_.png,1,88
adv_342_4_2_.png,1,128
adv_425_2_5_.png,1,71
adv_327_2_7_.png,1,115
adv_94_9_4_.png,1,52
adv_440_4_0_.png,1,135
adv_209_0_9_.png,1,80
adv_62_6_2_.png,1,85
adv_422_2_2_.png,1,0
adv_345_4_5_.png,1,316
adv_447_4_7_.png,1,78
adv_65_6_5_.png,1,56
adv_93_9_3_.png,1,230
adv_320_2_0_.png,1,58
adv_118_1_8_.png,1,101
adv_257_5_7_.png,1,118
adv_379_7_9_.png,1,49
adv_141_4_1_.png,1,39
adv_232_3_2_.png,1,28
adv_59_5_9_.png,1,53
adv_124_2_4_.png,1,39
adv_1_0_1_.png,1,89
adv_479_7_9_.png,1,69
adv_230_3_0_.png,1,110
adv_126_2_6_.png,1,51
adv_3_0_3_.png,1,120
adv_255_5_5_.png,1,0
adv_143_4_3_.png,1,97
adv_67_6_7_.png,1,37
adv_445_4_5_.png,1,80
adv_91_9_1_.png,1,102
adv_322_2_2_.png,1,0
adv_420_2_0_.png,1,79
adv_269_6_9_.png,1,37
adv_189_8_9_.png,1,110
adv_347_4_7_.png,1,140
adv_325_2_5_.png,1,126
adv_96_9_6_.png,1,64
adv_60_6_0_.png,1,128
adv_442_4_2_.png,1,820
adv_340_4_0_.png,1,123
adv_178_7_8_.png,1,106
adv_298_9_8_.png,1,85
adv_427_2_7_.png,1,94
adv_488_8_8_.png,1,0
adv_4_0_4_.png,1,98
adv_319_1_9_.png,1,291
adv_121_2_1_.png,1,16
adv_237_3_7_.png,1,46
adv_144_4_4_.png,1,0
adv_252_5_2_.png,1,55
adv_39_3_9_.png,1,146
adv_296_9_6_.png,1,92
adv_176_7_6_.png,1,121
adv_180_8_0_.png,1,80
adv_260_6_0_.png,1,15
adv_429_2_9_.png,1,96
adv_113_1_3_.png,1,55
adv_98_9_8_.png,1,137
adv_205_0_5_.png,1,5
adv_372_7_2_.png,1,66
adv_37_3_7_.png,1,150
adv_384_8_4_.png,1,35
adv_415_1_5_.png,1,220
adv_317_1_7_.png,1,99
adv_486_8_6_.png,1,45
adv_239_3_9_.png,1,71
